,id,customer_name,Flag
339,339,Gail Mendoza,
340,340,Dawn Lopez,
341,341,Joseph Pierce,
342,342,Roger Rivers,B
343,343,Stephanie Shaffer,G
344,344,Samantha Poole,G
345,345,David Roach,
346,346,Daniel Black,
347,347,Anthony Gordon,
348,348,Ryan Murphy,G
349,349,Patrick Robinson,
350,350,Melanie Page,G
351,351,Melissa Townsend,B
352,352,Amy Hansen,
353,353,Norma Garcia,
354,354,Mark Morrison,B
355,355,Elijah Neal,
356,356,Sarah Obrien,G
357,357,Christy Brewer,
358,358,Bryan Griffin,
359,359,Kathy Carter,
360,360,Mr. Terry Taylor,
361,361,Jennifer Jones,G
362,362,Lacey Medina,
363,363,Riley Johnson,
364,364,Robert Hendrix,
365,365,Michele Gutierrez,B
366,366,James Waters Jr.,B
367,367,Mr. Peter Richards IV,B
368,368,Erik Thompson,
369,369,Kenneth Johnson,
370,370,Emily Hughes,B
371,371,James Moore,
372,372,Kaitlyn Duffy,
373,373,Mark Brown,
374,374,Victoria Church,
375,375,Jennifer Rosales,G
376,376,Clarence King,B
377,377,Desiree Smith,B
378,378,Christopher Schneider,G
379,379,Tara Cox,
380,380,Fernando Wilcox,
381,381,Anna Mcguire,B
382,382,Christian Mejia,
383,383,Duane Wilson,G
384,384,Kristine Brown PhD,
385,385,David Ho,G
386,386,Alyssa Tanner,
387,387,Jeffrey Brown,
388,388,Daniel Anderson,
389,389,Kristen Jones,
390,390,Jasmine Mcdonald,
391,391,Amber Delgado,
392,392,Patrick Peters,
393,393,Susan Flores,
394,394,Scott Cooper,
395,395,Adam Pierce,G
396,396,Albert Chavez,B
397,397,Jennifer Carter,
398,398,Jay Ellis,
399,399,Douglas Burgess,G
400,400,Whitney Lopez,G
401,401,Monica Mack,B
402,402,Christopher Hill,B
403,403,Kim Graham,
404,404,Christopher Patterson,
405,405,Megan Armstrong,
406,406,Cynthia Smith,
407,407,Scott Lucas,
408,408,Tonya Johnson,B
409,409,William Odom,
410,410,Christine Norris,G
411,411,Samantha Cox,G
412,412,Peter Cooke,G
413,413,Marc Reyes,
414,414,Leslie Howard,
415,415,Jonathan Watts,
416,416,William Chavez,
417,417,Julie Mitchell,
418,418,Robert Rivera,B
419,419,Ashley Garcia,
420,420,Latoya Bradley,B
421,421,Luis Brown,B
422,422,Mary Rios,
423,423,Jennifer Kramer,
424,424,Brandon Stanley,
425,425,Shannon Guerra,G
426,426,William Miller,
427,427,Steven Alexander,
428,428,Miss Haley Sanchez,
429,429,Jennifer Davis,G
430,430,Elizabeth Williams,
431,431,Heather Walker,
432,432,Samantha Ward,
433,433,Kurt Lopez MD,
434,434,Pam Lester,
435,435,Daniel Willis,
436,436,Jordan Golden,G
437,437,Elizabeth Lopez,
438,438,Jacob Brown,
439,439,Brianna Kim,
440,440,Randy Anderson,
441,441,Amy Craig,
442,442,Michelle Walker,
443,443,Kathryn Nelson,
444,444,Donald Jones,B
445,445,Michael Martin,B
446,446,Daniel Pace,
447,447,Alisha Grimes,
448,448,Katherine Fox,
449,449,Mr. John Bailey,
450,450,Emily Reilly,
451,451,Michaela Figueroa,
452,452,Stephen Hammond,B
453,453,Allen Nash,
454,454,Nicholas Thompson,B
455,455,Jessica Rush,
456,456,Erin Henry,B
457,457,Alexander Clark,
458,458,Travis Kennedy,
459,459,Charles Morgan,
460,460,Joseph Jones,B
461,461,Travis Salas,G
462,462,Mark Payne,
463,463,Mr. Jacob Cortez,B
464,464,Hannah Smith,
465,465,Jose Scott,B
466,466,Heather Black,
467,467,Joseph Dunn,
468,468,Kenneth Rodriguez,
469,469,Laura Odom,
470,470,Elizabeth Chavez,G
471,471,Fred Nguyen,G
472,472,Joshua Delgado,
473,473,Amanda Christensen,
474,474,Stacey Newman,
475,475,Laura Harrison,B
476,476,Jason Macias,B
477,477,Billy Vaughn,B
478,478,Joshua Murphy,
479,479,Michael Robinson,B
480,480,Jessica Chen,
481,481,Sean Johnson,
482,482,Barbara Reyes,G
483,483,Sarah Howard,G
484,484,Austin Goodwin,
485,485,Christine Sanchez,
486,486,Veronica Armstrong,B
487,487,Jennifer Romero,
488,488,William Taylor,
489,489,Derrick Benjamin,
490,490,Richard Harding,B
491,491,Robert Leonard,B
492,492,Amanda Griffin,
493,493,James Johnson,
494,494,Rebecca Martinez,B
495,495,Brady Clayton,G
496,496,Kimberly Ho,
497,497,Jennifer Weaver,
498,498,Tammy Carter,B
499,499,Juan Alvarado,
500,500,Tiffany Snyder,
501,501,Matthew Marsh,
502,502,Edward Andrews,G
503,503,Joseph Williams,B
504,504,Heather Roy,
505,505,Elizabeth Garcia,
506,506,Alexa Woods,G
507,507,Nicholas Hoffman,
508,508,Richard Weber,
509,509,Margaret Campos,G
510,510,Anne Park,
511,511,Charles Case,G
512,512,Susan Foster,G
513,513,Jennifer Bell,
514,514,Robert Hall,
515,515,Katrina Hall,
516,516,Lisa Vang,G
517,517,Henry Collins,G
518,518,Shane Clark,B
519,519,Stephen Martinez,
520,520,Courtney Nguyen,
521,521,Megan Carter,G
522,522,Connor Gonzalez,
523,523,Cheryl Anderson,
524,524,Brian Rivera,G
525,525,Kimberly Goodman,B
526,526,Matthew Bryant,B
527,527,Michael Bennett,B
528,528,Richard Ritter,
529,529,Lisa Munoz,G
530,530,Julie Garcia,B
531,531,Leslie Grant,
532,532,Taylor Esparza,
533,533,Susan Richards,B
534,534,Jacob Lynch,
535,535,David Hines,
536,536,Elizabeth Ryan,G
537,537,David Delgado,
538,538,Steven Colon,B
539,539,Matthew Friedman,
540,540,Deanna Rivas,
541,541,Brian Peters,
542,542,Eric Wells,
543,543,James Parker,
544,544,Sarah Hanna,G
545,545,Joshua Rich,B
546,546,Sheila Taylor,G
547,547,Megan Eaton,
548,548,Amanda Evans,
549,549,Samuel Neal,
550,550,Peter Schmidt,B
551,551,Melissa Brown,
552,552,Lisa George,
553,553,Rebecca Bell,B
554,554,Jaime Estrada,
555,555,Misty Davis,
556,556,Sarah Gibbs,G
557,557,Eileen Sandoval,B
558,558,Linda Caldwell,
559,559,Russell Powell,G
560,560,Ryan Pham,
561,561,Frank Schaefer,
562,562,Summer Perez,G
563,563,Anna Costa,
564,564,Jill Hardin,
565,565,Angela Morales,
566,566,Jasmine White,
567,567,Nicholas Lin,
568,568,Karen Graham,B
569,569,Lauren Nelson,
570,570,Frances Myers,B
571,571,Leah Roth,
572,572,Mark Preston,
573,573,Christy Gonzalez,
574,574,John Lawson,
575,575,Adrian May,G
576,576,Jeffrey Choi,
577,577,Michael Ramos,
578,578,Samantha Kirby,
579,579,David Anderson,G
580,580,Christopher Morrison,
581,581,Pamela Carr,
582,582,Sheila Conner,B
583,583,Jay Richardson,B
584,584,Michelle Murphy,
585,585,Maria Hughes,
586,586,Robin Moss,
587,587,Jason Hudson,
588,588,Nicole Allen,B
589,589,Mia Wong,B
590,590,Kristen Cohen,
591,591,Jacob Reid,
592,592,Richard Graham,
593,593,Oscar Miller,
594,594,Amy Lee,
595,595,Max Young,
596,596,Martin Morgan,G
597,597,Melissa Hubbard,
598,598,Brenda Williams,
599,599,Amy Bailey,
600,600,Jason Estes,
601,601,David Brown,
602,602,Katherine Lopez,
603,603,Thomas Marquez,
604,604,Derrick Colon,
605,605,Shelley Collins,
606,606,Richard Henderson,
607,607,Janet Nichols,B
608,608,Laura Garcia,B
609,609,Whitney Harrison,G
610,610,Pamela Gallagher,
611,611,Cynthia Morgan,
612,612,Kaitlyn Cardenas,B
613,613,Jesse Doyle,
614,614,Leah Fritz,
615,615,Laura Williams,
616,616,Andrew Johnson,
617,617,Tristan Walker,G
618,618,Rebecca Johnson,G
619,619,Michelle Turner,
620,620,Emily Jones,
621,621,Rebecca Myers,
622,622,Deanna Wood,
623,623,Samantha Williams,
624,624,Tracy Cabrera,G
625,625,Ernest Boyer,B
626,626,Lynn Yu,
627,627,Amy Mendez,
628,628,Hailey Cook,
629,629,Jonathan Mueller,G
630,630,Hannah Jones,G
631,631,Joseph Aguilar,
632,632,David Lawrence,B
633,633,Steven Kirk,B
634,634,Dawn Anderson,G
635,635,Anthony Rogers,
636,636,Jessica Jimenez,
637,637,Taylor Smith,B
638,638,Tonya Wallace,
639,639,John Thompson,G
640,640,Virginia Owens,
641,641,Alexander Johnson,G
642,642,Brian Roberts,G
643,643,Luis Turner,
644,644,Dustin Meyer,
645,645,Mr. Adam Schmidt,
646,646,David Burnett,B
647,647,Monica James,
648,648,Joseph Smith,
649,649,Denise Carson,
650,650,Darren Conrad,
651,651,Matthew Jones,
652,652,Michael Ferrell,B
653,653,Angela Rodriguez,
654,654,Jessica Figueroa,
655,655,Jennifer Petty,
656,656,Thomas Perez,
657,657,Mark Porter,
658,658,Emma Simpson,B
659,659,Jenna Davis,
660,660,Lance Moore,
661,661,Cindy Fox,
662,662,Julie Walter,
663,663,Joan Fox,
664,664,Beverly Jones,
665,665,Katherine Rojas,
666,666,Cindy Gardner,
667,667,Mary Davis,
668,668,Eric Martin,G
669,669,Megan King,
670,670,Elizabeth Cochran PhD,
671,671,Jaime Brooks,
672,672,Lori Benjamin,
673,673,Randy Blair,
674,674,David Williams,
675,675,Michelle Doyle,G
676,676,Daniel Leonard,
677,677,Kevin Carter,G
678,678,Donna Nicholson,
679,679,Daniel Spencer,G
680,680,David Guzman,
681,681,Bryan Allen,G
682,682,Sarah Barnes,
683,683,Caleb Pratt,G
684,684,Thomas Lopez,B
685,685,Matthew Rodriguez,
686,686,Bailey Smith,
687,687,Morgan Ray,
688,688,Andrea Perez,B
689,689,Michael Perry,
690,690,Jamie Soto,
691,691,Robert Franco,
692,692,Ryan Meadows,G
693,693,Elizabeth Thompson,
694,694,Nancy Garner,
695,695,Ryan Castillo,
696,696,Louis Welch,G
697,697,Jennifer King,
698,698,Maria Simmons,
699,699,Douglas Smith,
700,700,Matthew Fisher,
701,701,Elizabeth Preston,B
702,702,Jacob Jones,G
703,703,Kimberly Johnson,
704,704,Anna Miller,G
705,705,Roger Flores,B
706,706,Jennifer Bowers,
707,707,James Alexander,
708,708,Daniel Stout,
709,709,Stephen Leonard,
710,710,Dennis Cummings,B
711,711,Amy Rivera,
712,712,David Rivera,
713,713,Carol Lindsey,G
714,714,William Martin,
715,715,John Vargas,
716,716,Wendy Mendoza,
717,717,John Washington,
718,718,Robert Clark,
719,719,Julie Hawkins,
720,720,Cheryl Rice,
721,721,Mr. Eric Black DVM,
722,722,Eugene Stephens,
723,723,Stephanie Adams,
724,724,Megan Hunt,
725,725,Melissa Townsend,
726,726,William Daniels,
727,727,Tammy Roberts,
728,728,Joel Smith,
729,729,Kimberly Mcmillan,
730,730,Michael Johnson,B
731,731,Michael Reyes,
732,732,Alan Cooper,
733,733,James Conner,
734,734,Tyler Powers,B
735,735,Yesenia Collins,
736,736,Courtney Jackson,
737,737,Stephen Peterson,B
738,738,Matthew Goodwin,G
739,739,Michele Bates,
740,740,Shannon Jones,
741,741,Ralph Cunningham,
742,742,Victor Miller,
743,743,Joshua Brown,
744,744,Alexa Carlson,
745,745,Cassandra Young,
746,746,Kenneth Hood,
747,747,Aaron Lopez,B
748,748,Theresa Lynn,
749,749,Traci Hunt,B
750,750,Jonathan Santos,G
751,751,James Mason,
752,752,Christine Hunter,
753,753,Christopher Mason,B
754,754,Rachel Turner,
755,755,Scott Jackson,
756,756,Patrick Jones,B
757,757,Tyler Stone,G
758,758,Philip Mcgee,B
759,759,Kelly Greene,
760,760,Brian Faulkner,
761,761,Jane Fowler,
762,762,Devin Ramos,
763,763,Candice Mullen,
764,764,Charles Estrada,
765,765,Jessica Lester,
766,766,Laura Hendricks,
767,767,Melanie Holt,
768,768,Gabrielle Blackwell,
769,769,Tiffany Carter,G
770,770,Melissa Brown,B
771,771,Marie Williams,
772,772,Carl Cooper,
773,773,Lisa Pena,B
774,774,Lindsay Cross,
775,775,Mary King,
776,776,Michelle Bennett,G
777,777,Andrew Schultz,
778,778,Kayla Haney,
779,779,Cameron Brown,
780,780,Kathryn Nicholson,
781,781,Richard Phillips,
782,782,Kathleen Fuller,
783,783,Mary Davis,
784,784,James Lopez,
785,785,Daniel Price,
786,786,Daryl Robinson,B
787,787,John Munoz,B
788,788,Samantha Simmons,
789,789,Donna Carpenter,G
790,790,Taylor Barnes,
791,791,Raymond Trujillo,
792,792,Victor Hodges,
793,793,Melissa Coleman,
794,794,Bruce Gray,
795,795,Joseph Bryant,
796,796,Mr. Brian Martin,
797,797,Craig Sharp,
798,798,Taylor Mathews,
799,799,Kristi Wilcox,G
800,800,William Carter,
801,801,Stephanie Malone,
802,802,Jared Williams,
803,803,John Lin,
804,804,Jessica Williams,
805,805,Mr. Shawn Williams DDS,G
806,806,Anna Singh,
807,807,Patricia West,
808,808,Jessica Smith,G
809,809,Michael Malone,B
810,810,Bernard Mcdowell,G
811,811,Rhonda Cortez,B
812,812,Dawn Watts,
813,813,Luke Huber,
814,814,Michael Hines,G
815,815,Richard Alvarado,
816,816,Karen Day,
817,817,Heidi Mclean,
818,818,Brittany Kelly,G
819,819,Monica Underwood,B
820,820,Stephanie Castaneda,B
821,821,Rachel Estes,
822,822,Hannah Jones,
823,823,Marissa Taylor,B
824,824,Sandra Cook,
825,825,Thomas Wright,
826,826,Aaron Murphy,
827,827,Kylie Conley,
828,828,Stacy Mccullough,B
829,829,Laura Decker,
830,830,Elizabeth Anderson,B
831,831,John Chambers,
832,832,Corey Jones,
833,833,Lindsey Santos,
834,834,Alec Leonard,B
835,835,Leslie Swanson,
836,836,Scott Davis,B
837,837,Teresa Irwin,
838,838,Carla Williams,
839,839,Briana Morris,
840,840,Jasmine Holmes,
841,841,Savannah Tate,G
842,842,Kurt Washington,
843,843,John Thomas,
844,844,Yolanda Mcclain,B
845,845,Kenneth Norman,
846,846,Stephanie Nunez,
847,847,Darrell Payne,
848,848,Yolanda Stewart,
849,849,Mariah Cannon,
850,850,Jessica Anderson,B
851,851,Andrew Strong,
852,852,John Benton,G
853,853,Jesse Howard,B
854,854,Catherine Pena,
855,855,Jamie Watkins MD,
856,856,Jonathan Baker,
857,857,Stephanie Roberts,
858,858,Megan Clark,B
859,859,Reginald Shannon,G
860,860,Michael Short,
861,861,Jacob Barnes,G
862,862,John Smith,
863,863,Michelle Livingston,
864,864,Suzanne Scott,
865,865,Stanley Barrera,G
866,866,Julie Ross,
867,867,Brandon Oliver,
868,868,Tyler Medina,G
869,869,Bryan Hernandez,G
870,870,Toni Bonilla,
871,871,Bernard Schwartz,B
872,872,Travis Anderson,
873,873,Lisa Moore,
874,874,Dr. Jessica Spears,G
875,875,Mindy Baker,
876,876,Joshua Cole,G
877,877,Anita Lyons,
878,878,Denise Garza,
879,879,Julie Clark,
880,880,Anthony Blevins,
881,881,Stephen Stewart,
882,882,Jerry Tyler,
883,883,Donald Castillo,
884,884,Christina Gates,G
885,885,Claire Wolf,
886,886,Justin Bender,
887,887,Timothy Obrien,
888,888,Sarah Walker,
889,889,Victor Zavala,
890,890,Kimberly Robbins,G
891,891,April Gonzalez,B
892,892,Vanessa Miller,
893,893,Caitlyn Reyes,
894,894,Stephen Smith,
895,895,Danielle Burgess,G
896,896,Alfred Cline,G
897,897,Jeanette Thomas,
898,898,Michael Perez,
899,899,Damon Thompson,G
900,900,Kelly Chambers,
901,901,David Mcdaniel,
902,902,Roberto Blake,
903,903,Laura Skinner,G
904,904,Gloria Clark,
905,905,Monica Reid,B
906,906,Christian Taylor,
907,907,Gregory Williams,B
908,908,Mary Taylor,B
909,909,Christina Garcia,G
910,910,David Johnson,
911,911,Natalie Perry,
912,912,Angela Lloyd,
913,913,Francis Clay,
914,914,Jodi Bradley,
915,915,Lynn Woods,
916,916,Benjamin Cohen,
917,917,Jonathan Marshall,
918,918,Tyler Sanders,
919,919,Paul Gutierrez,G
920,920,Madeline Graham,
921,921,Sandra Davis,
922,922,Angelica Anderson,G
923,923,Mark Alexander,
924,924,Ronald Johnson,G
925,925,Luke Morales,
926,926,Lisa Turner,G
927,927,Kevin Nguyen,B
928,928,Felicia Curtis,B
929,929,Andrea Haney,
930,930,Shelby Mccoy,
931,931,Destiny Smith,
932,932,Thomas Martin,
933,933,Alex Garcia,
934,934,Hannah Martin,
935,935,Jeremy Cox,
936,936,Kaylee Perry,G
937,937,Francisco Tran,
938,938,James Rivera,G
939,939,Sarah Clark,B
940,940,Melissa Gomez,
941,941,Jasmine Moran,G
942,942,Jennifer Pierce,G
943,943,Emily Williams,
944,944,Donald Ryan,
945,945,Angela Heath,
946,946,Michael Lin,B
947,947,Lisa Campbell,B
948,948,Mary Duncan,B
949,949,Angela Ward,G
950,950,Mr. Thomas Jones MD,B
951,951,Michael Morales,
952,952,Samantha Stevens,
953,953,Jessica Burke,
954,954,Angie Jones,G
955,955,Heather Young,
956,956,Robert Harrison,G
957,957,Daniel Davis,
958,958,James Porter,
959,959,Daniel Wilkinson,
960,960,Logan Carpenter,
961,961,Molly Faulkner,
962,962,Ashley Higgins,
963,963,Larry Greene,G
964,964,Tammy Johnson,
965,965,Sara Meza,
966,966,Matthew Hanson,
967,967,Christy Taylor,
968,968,Tammy Weber,
969,969,Christopher Wagner,G
970,970,Michele Rasmussen,
971,971,Michelle Medina,
972,972,Tiffany Moore,
973,973,Steven Fischer,G
974,974,Joseph Simpson,
975,975,Bradley Torres,
976,976,Brooke Campbell,B
977,977,Glenn Livingston,
978,978,Steven Bailey PhD,
979,979,Jeffrey Williams,B
980,980,Ronald Reed,
981,981,Mrs. Stephanie Ferguson MD,B
982,982,Pamela Lopez,
983,983,John Bell,
984,984,Benjamin Bryant,B
985,985,Jacqueline Church,
986,986,Lisa Taylor,
987,987,Mitchell Evans,
988,988,Samantha Anderson,B
989,989,Catherine Page,
990,990,Tiffany Williams,
991,991,Stephen Watkins,
992,992,Terry Steele,B
993,993,Joshua Valencia,
994,994,Roberta Chen,
995,995,Jennifer Lynch,B
996,996,Nicholas Tran,
997,997,Phillip Mullins,G
998,998,Beth Sawyer,
999,999,Cathy Mitchell,
1000,1000,Juan Ruiz,B
1001,1001,Melanie Davis,
1002,1002,Barbara Powers,
1003,1003,Jacob Gonzalez,
1004,1004,Elizabeth Rodriguez,
1005,1005,Amy Vaughn,
1006,1006,Christopher Martin,
1007,1007,Jasmine Davis,
1008,1008,Candice Herrera,
1009,1009,Jerry Williams,
1010,1010,Catherine James,G
1011,1011,William Turner,
1012,1012,Carl Harrington,
1013,1013,Tom Ferguson,G
